source,title,speaking
AHMET DELIA,Ahmet Delia,Ahmet Delia
AHMET DEMIRI,Ahmet Demiri,Ahmet Demiri
AHMET DIKA,Ahmet Dika,Ahmet Dika
AHMET DOROCI,Ahmet Doroci,Ahmet Doroci
AHMET DRESHAJ,Ahmet Dreshaj,Ahmet Dreshaj
AHMET DURAKU,Ahmet Duraku,Ahmet Duraku
AHMET DËRGUTI,Ahmet Dërguti,Ahmet Derguti
AHMET ELSHANI,Ahmet Elshani,Ahmet Elshani
AHMET EMINI,Ahmet Emini,Ahmet Emini
AHMET GASHI,Ahmet Gashi,Ahmet Gashi
AHMET GJIKOLLI,Ahmet Gjikolli,Ahmet Gjikolli
AHMET GJOCAJ,Ahmet Gjocaj,Ahmet Gjocaj
AHMET HAJRA,Ahmet Hajra,Ahmet Hajra
AHMET HAJZER CAKAJ,Ahmet Hajzer Cakaj,Ahmet Hajzer Cakaj
AHMET HALITI,Ahmet Haliti,Ahmet Haliti
AHMET HASI,Ahmet Hasi,Ahmet Hasi
AHMET HAXHA,Ahmet Haxha,Ahmet Haxha
AHMET HAXHIU,Ahmet Haxhiu,Ahmet Haxhiu
AHMET HOTI,Ahmet Hoti,Ahmet Hoti
AHMET HOXHA,Ahmet Hoxha,Ahmet Hoxha
AHMET HYSENI,Ahmet Hyseni,Ahmet Hyseni
AHMET ISLAMI,Ahmet Islami,Ahmet Islami
AHMET KAMBERI,Ahmet Kamberi,Ahmet Kamberi
AHMET KAMERI,Ahmet Kameri,Ahmet Kameri
AHMET KAÇIKU,Ahmet Kaçiku,Ahmet Kaciku
AHMET KELMENDI,Ahmet Kelmendi,Ahmet Kelmendi
AHMET KORENICA,Ahmet Korenica,Ahmet Korenica
AHMET KRASNIQI,Ahmet Krasniqi,Ahmet Krasniqi
AHMET KRASNIQI,Ahmet Krasniqi,Ahmet Krasniqi
AHMET KUKAJ,Ahmet Kukaj,Ahmet Kukaj
AHMET KURTI,Ahmet Kurti,Ahmet Kurti
AHMET MALIQI,Ahmet Maliqi,Ahmet Maliqi
AHMET MANGJOLLI,Ahmet Mangjolli,Ahmet Mangjolli
AHMET MAXHARRAJ,Ahmet Maxharraj,Ahmet Maxharraj
AHMET MEHMETI,Ahmet Mehmeti,Ahmet Mehmeti
AHMET MJEKIQI,Ahmet Mjekiqi,Ahmet Mjekiqi
AHMET MUSTAFA,Ahmet Mustafa,Ahmet Mustafa
AHMET NISHEVCI,Ahmet Nishevci,Ahmet Nishevci
AHMET NURA,Ahmet Nura,Ahmet Nura
AHMET PIREVA,Ahmet Pireva,Ahmet Pireva
AHMET POLIQKA,Ahmet Poliqka,Ahmet Poliqka
AHMET POLLOMI,Ahmet Pollomi,Ahmet Pollomi
AHMET POPOVA,Ahmet Popova,Ahmet Popova
AHMET PRISHTINA,Ahmet Prishtina,Ahmet Prishtina
AHMET QOKU,Ahmet Qoku,Ahmet Qoku
AHMET RADEVCI,Ahmet Radevci,Ahmet Radevci
AHMET RAMA,Ahmet Rama,Ahmet Rama
AHMET RAMADANI,Ahmet Ramadani,Ahmet Ramadani
AHMET REXHEPI,Ahmet Rexhepi,Ahmet Rexhepi
AHMET RUGOVA,Ahmet Rugova,Ahmet Rugova
AHMET S POTERA,Ahmet S Potera,Ahmet S Potera
AHMET S TAHIRI,Ahmet S Tahiri,Ahmet S Tahiri
AHMET SADIKAJ,Ahmet Sadikaj,Ahmet Sadikaj
AHMET SAHITI,Ahmet Sahiti,Ahmet Sahiti
AHMET SELACI,Ahmet Selaci,Ahmet Selaci
AHMET SELACI,Ahmet Selaci,Ahmet Selaci
AHMET SHABANI,Ahmet Shabani,Ahmet Shabani
AHMET SHALA,Ahmet Shala,Ahmet Shala
AHMET SHEFIKU,Ahmet Shefiku,Ahmet Shefiku
AHMET SHTIMJA,Ahmet Shtimja,Ahmet Shtimja
AHMET SHUKURI,Ahmet Shukuri,Ahmet Shukuri
AHMET SMRÇAKU,Ahmet Smrçaku,Ahmet Smrcaku
AHMET SOKOLAJ,Ahmet Sokolaj,Ahmet Sokolaj
AHMET SOKOLI,Ahmet Sokoli,Ahmet Sokoli
AHMET SYLA,Ahmet Syla,Ahmet Syla
AHMET UKA,Ahmet Uka,Ahmet Uka
AHMET Z HURUGLICA,Ahmet Z Huruglica,Ahmet Z Huruglica
AHMET ZENELI,Ahmet Zeneli,Ahmet Zeneli
AHMET ZHUBI,Ahmet Zhubi,Ahmet Zhubi
AHMET ÇAUSHI,Ahmet Çaushi,Ahmet Caushi
AHMET ÇOLLAKU,Ahmet Çollaku,Ahmet Collaku
AHMETAJ,Ahmetaj,Ahmetaj
AHMETAJT,Ahmetajt,Ahmetajt
AHMETI,Ahmeti,Ahmeti
AJAHIDET,Ajahidet,Ajahidet
AJAZ KASTRATI,Ajaz Kastrati,Ajaz Kastrati
AJAZAJT,Ajazajt,Ajazajt
AJDIN RRAHMANAJ,Ajdin Rrahmanaj,Ajdin Rrahmanaj
AJDIN SARAMATI,Ajdin Saramati,Ajdin Saramati
AJET BAJRAKTARI,Ajet Bajraktari,Ajet Bajraktari
AJET BAJRAMI,Ajet Bajrami,Ajet Bajrami
AJET BEQIRI,Ajet Beqiri,Ajet Beqiri
AJET BERISHA,Ajet Berisha,Ajet Berisha
AJET BUJA,Ajet Buja,Ajet Buja
AJET DEDINCA,Ajet Dedinca,Ajet Dedinca
AJET DEMAKU,Ajet Demaku,Ajet Demaku
AJET DHE RIZAH KOCA,Ajet Dhe Rizah Koca,Ajet Dhe Rizah Koca
AJET DINI,Ajet Dini,Ajet Dini
AJET DURIQI,Ajet Duriqi,Ajet Duriqi
AJET EMIN CAKAJ,Ajet Emin Cakaj,Ajet Emin Cakaj
AJET GERGURI,Ajet Gerguri,Ajet Gerguri
AJET GJELI,Ajet Gjeli,Ajet Gjeli
AJET GËRGURI,Ajet Gërguri,Ajet Gerguri
AJET HAXHIU,Ajet Haxhiu,Ajet Haxhiu
AJET HYLENAJ,Ajet Hylenaj,Ajet Hylenaj
AJET I BALA,Ajet I Bala,Ajet I Bala
AJET JASHARI,Ajet Jashari,Ajet Jashari
AJET KOSOVICA,Ajet Kosovica,Ajet Kosovica
AJET KOZHANI,Ajet Kozhani,Ajet Kozhani
AJET LALINOVCI,Ajet Lalinovci,Ajet Lalinovci
AJET MJEKU,Ajet Mjeku,Ajet Mjeku
AJET MUHARREMI,Ajet Muharremi,Ajet Muharremi
AJET MUSTAFË PLLANA,Ajet Mustafë Pllana,Ajet Mustafe Pllana
AJET MUÇAJ,Ajet Muçaj,Ajet Mucaj
AJET NEZIRI,Ajet Neziri,Ajet Neziri
AJET PALIQI,Ajet Paliqi,Ajet Paliqi
AJET PODVORICA,Ajet Podvorica,Ajet Podvorica
AJET RRUKIQI,Ajet Rrukiqi,Ajet Rrukiqi
AJET SHASHA,Ajet Shasha,Ajet Shasha
AJET SHILLOVA,Ajet Shillova,Ajet Shillova
AJET SMAJLI,Ajet Smajli,Ajet Smajli
AJET SOPAJ,Ajet Sopaj,Ajet Sopaj
AJET VUQA,Ajet Vuqa,Ajet Vuqa
AJET XHEMAILI,Ajet Xhemaili,Ajet Xhemaili
AJET XHINOVCI,Ajet Xhinovci,Ajet Xhinovci
AJETE BRAHA,Ajete Braha,Ajete Braha
AJETE DEMË AHMETI,Ajete Demë Ahmeti,Ajete Deme Ahmeti
AJETE F MUÇIQI,Ajete F Muçiqi,Ajete F Muciqi
AJETE KELMENDI,Ajete Kelmendi,Ajete Kelmendi
AJSHE SEKIRAQA,Ajshe Sekiraqa,Ajshe Sekiraqa
AJVAZ MEHANA,Ajvaz Mehana,Ajvaz Mehana
AJVAZ REKA,Ajvaz Reka,Ajvaz Reka
AJVAZI,Ajvazi,Ajvazi
AJVAZOVCI,Ajvazovci,Ajvazovci
AKADEMIA USHTARAKE,Akademia Ushtarake,Akademia Ushtarake
AKASYA,Akasya,Akasya
AKILI,Akili,Akili
AKSIČI,Aksiči,Aksici
ALAJDIN BERISHA,Alajdin Berisha,Alajdin Berisha
ALAJDIN ELSHANI,Alajdin Elshani,Alajdin Elshani
ALAJDIN XHEZAIRI,Alajdin Xhezairi,Alajdin Xhezairi
ALB,Alb,Alb
ALBAN AHMETAJ,Alban Ahmetaj,Alban Ahmetaj
ALBAN HALILAJ,Alban Halilaj,Alban Halilaj
ALBANA,Albana,Albana
ALBANI,Albani,Albani
ALBANIA,Albania,Albania
ALBANIK,Albanik,Albanik
ALBANIKA,Albanika,Albanika
ALBANIKU,Albaniku,Albaniku
ALBANËT,Albanët,Albanet
ALBERT AJNSHTAJN,Albert Ajnshtajn,Albert Ajnshtajn
ALBERT AJNSHTAJNI,Albert Ajnshtajni,Albert Ajnshtajni
ALBERT DULAKU,Albert Dulaku,Albert Dulaku
ALBERT RAMA,Albert Rama,Albert Rama
ALBESIAN  MATAJ,Albesian  Mataj,Albesian  Mataj
ALBIONI,Albioni,Albioni
ALBRIM FANAJ,Albrim Fanaj,Albrim Fanaj
ALBULENA,Albulena,Albulena
ALEKO PRODANI,Aleko Prodani,Aleko Prodani
ALEKS BUDA,Aleks Buda,Aleks Buda
ALEKS BUDA,Aleks Buda,Aleks Buda
ALEKS ÇAÇI,Aleks Çaçi,Aleks Caci
ALEKSA ŠANTIĆ,Aleksa Šantić,Aleksa Santic
ALEKSANDRA DUBČEKA,Aleksandra Dubčeka,Aleksandra Dubceka
ALEKSANDËR ALBANI,Aleksandër Albani,Aleksander Albani
ALEKSANDËR FLEMING,Aleksandër Fleming,Aleksander Fleming
ALEKSANDËR MOISIU,Aleksandër Moisiu,Aleksander Moisiu
ALEKSANDËR MOJSIU,Aleksandër Mojsiu,Aleksander Mojsiu
ALEKSANDËR MOLOSI,Aleksandër Molosi,Aleksander Molosi
ALEKSANDËR STIPQEVIQ,Aleksandër Stipqeviq,Aleksander Stipqeviq
ALEKSANDËR STIPÇEVIQ,Aleksandër Stipçeviq,Aleksander Stipceviq
ALEKSANDËR XHUVANI,Aleksandër Xhuvani,Aleksander Xhuvani
ALEKSDER VELIKI,Aleksder Veliki,Aleksder Veliki
ALEKSE ŠANTIĆA,Alekse Šantića,Alekse Santica
ALFABETI,Alfabeti,Alfabeti
ALI ADEMAJ,Ali Ademaj,Ali Ademaj
ALI AGA,Ali Aga,Ali Aga
ALI AGUSHI,Ali Agushi,Ali Agushi
ALI AHMETI,Ali Ahmeti,Ali Ahmeti
ALI AJETI,Ali Ajeti,Ali Ajeti
ALI ALIU,Ali Aliu,Ali Aliu
ALI ALIU KELMENDI,Ali Aliu Kelmendi,Ali Aliu Kelmendi
ALI ARIFI,Ali Arifi,Ali Arifi
ALI ASLLANI,Ali Asllani,Ali Asllani
ALI AZEM ALIU,Ali Azem Aliu,Ali Azem Aliu
ALI AZEMI,Ali Azemi,Ali Azemi
ALI BAFTIU,Ali Baftiu,Ali Baftiu
ALI BAJRAKTARI,Ali Bajraktari,Ali Bajraktari
ALI BEG DRAGAJ,Ali Beg Dragaj,Ali Beg Dragaj
ALI BEQA,Ali Beqa,Ali Beqa
ALI BEQIRI,Ali Beqiri,Ali Beqiri
ALI BERISHA,Ali Berisha,Ali Berisha
ALI BOJKU,Ali Bojku,Ali Bojku
ALI BRAHIMI,Ali Brahimi,Ali Brahimi
ALI BUQA,Ali Buqa,Ali Buqa
ALI BUQINCA,Ali Buqinca,Ali Buqinca
ALI BYTYQI,Ali Bytyqi,Ali Bytyqi
ALI BYTYÇI,Ali Bytyçi,Ali Bytyci
ALI DAUTI,Ali Dauti,Ali Dauti
ALI DEMI,Ali Demi,Ali Demi
ALI DIDA,Ali Dida,Ali Dida
ALI DULI,Ali Duli,Ali Duli
ALI E SAHIT TIKU,Ali e Sahit Tiku,Ali e Sahit Tiku
ALI E ZYLFI FAZLIU,Ali e Zylfi Fazliu,Ali e Zylfi Fazliu
ALI ELEZI,Ali Elezi,Ali Elezi
ALI FEJZULLAHU,Ali Fejzullahu,Ali Fejzullahu
ALI FETAHU,Ali Fetahu,Ali Fetahu
ALI GASHI,Ali Gashi,Ali Gashi
ALI GAXHA,Ali Gaxha,Ali Gaxha
ALI GOLLAKU,Ali Gollaku,Ali Gollaku
ALI HADRI,Ali Hadri,Ali Hadri
ALI HADRI,Ali Hadri,Ali Hadri
ALI HASAN SHYLEMAJA,Ali Hasan Shylemaja,Ali Hasan Shylemaja
ALI HASANI,Ali Hasani,Ali Hasani
ALI HASI,Ali Hasi,Ali Hasi
ALI HASKU,Ali Hasku,Ali Hasku
ALI HAXHIA,Ali Haxhia,Ali Haxhia
ALI HAXHIU,Ali Haxhiu,Ali Haxhiu
ALI HOXHA,Ali Hoxha,Ali Hoxha
ALI HURUGLICA,Ali Huruglica,Ali Huruglica
ALI IBRA,Ali Ibra,Ali Ibra
ALI ISUF HYSENI,Ali Isuf Hyseni,Ali Isuf Hyseni
ALI IVAJA,Ali Ivaja,Ali Ivaja
ALI JASHARI,Ali Jashari,Ali Jashari
ALI JONUZ PLLANA,Ali Jonuz Pllana,Ali Jonuz Pllana
ALI JUPA,Ali Jupa,Ali Jupa
ALI KADRIU,Ali Kadriu,Ali Kadriu
ALI KANGJI,Ali Kangji,Ali Kangji
ALI KASTRATI,Ali Kastrati,Ali Kastrati
ALI KAÇANOLLI,Ali Kaçanolli,Ali Kacanolli
ALI KELMENDI,Ali Kelmendi,Ali Kelmendi
ALI KEQA,Ali Keqa,Ali Keqa
ALI KRASNIQI,Ali Krasniqi,Ali Krasniqi
ALI LATIFI,Ali Latifi,Ali Latifi
ALI LEKA,Ali Leka,Ali Leka
ALI LLADROVCI,Ali Lladrovci,Ali Lladrovci
ALI LOSHI,Ali Loshi,Ali Loshi
ALI MALOKU,Ali Maloku,Ali Maloku
ALI MEHMETI,Ali Mehmeti,Ali Mehmeti
ALI MELEQI,Ali Meleqi,Ali Meleqi
ALI MUHAXHERI,Ali Muhaxheri,Ali Muhaxheri
ALI MUNISHI,Ali Munishi,Ali Munishi
ALI MUQOLLI,Ali Muqolli,Ali Muqolli
ALI MUSA,Ali Musa,Ali Musa
ALI MUSAJ,Ali Musaj,Ali Musaj
ALI MUSTAFA,Ali Mustafa,Ali Mustafa
ALI MUZLIJAJ,Ali Muzlijaj,Ali Muzlijaj
ALI MYRTAJ,Ali Myrtaj,Ali Myrtaj
ALI MËRNICA,Ali Mërnica,Ali Mernica
ALI NEZIRI,Ali Neziri,Ali Neziri
ALI OSMANI,Ali Osmani,Ali Osmani
ALI PASHA,Ali Pasha,Ali Pasha
ALI PASHË ELBASANI,Ali Pashë Elbasani,Ali Pashe Elbasani
ALI PASHË GUCIA,Ali Pashë Gucia,Ali Pashe Gucia
ALI PASHË GUSIJA,Ali Pashë Gusija,Ali Pashe Gusija
ALI PASHË TEPELENA,Ali Pashë Tepelena,Ali Pashe Tepelena
ALI PODRIMJA,Ali Podrimja,Ali Podrimja
ALI R BYTYÇI,Ali R Bytyçi,Ali R Bytyci
ALI RAMA,Ali Rama,Ali Rama
ALI REXHA,Ali Rexha,Ali Rexha
ALI RIZA,Ali Riza,Ali Riza
ALI RRUSTEMI,Ali Rrustemi,Ali Rrustemi
ALI SAHIT SHABANI,Ali Sahit Shabani,Ali Sahit Shabani
ALI SAHITI,Ali Sahiti,Ali Sahiti
ALI SALLAHU,Ali Sallahu,Ali Sallahu
ALI SEJDIU,Ali Sejdiu,Ali Sejdiu
ALI SFARQA,Ali Sfarqa,Ali Sfarqa
ALI SHABANAJ,Ali Shabanaj,Ali Shabanaj
ALI SHABANI,Ali Shabani,Ali Shabani
ALI SHAIPI,Ali Shaipi,Ali Shaipi
ALI SHALA,Ali Shala,Ali Shala
ALI SHAQIRI,Ali Shaqiri,Ali Shaqiri
ALI SHATRI,Ali Shatri,Ali Shatri
ALI SOKOLI,Ali Sokoli,Ali Sokoli
ALI SUTAJ,Ali Sutaj,Ali Sutaj
ALI SYLEJMANI,Ali Sylejmani,Ali Sylejmani
ALI TAFA,Ali Tafa,Ali Tafa
ALI TALLA,Ali Talla,Ali Talla
ALI TYRBETARI,Ali Tyrbetari,Ali Tyrbetari
ALI UKA,Ali Uka,Ali Uka
ALI UKAJ,Ali Ukaj,Ali Ukaj
ALI V BYTYÇI,Ali V Bytyçi,Ali V Bytyci
ALI VITIA,Ali Vitia,Ali Vitia
ALI XHEMAJLI,Ali Xhemajli,Ali Xhemajli
ALI ZENELI,Ali Zeneli,Ali Zeneli
ALI ZEQIRI,Ali Zeqiri,Ali Zeqiri
ALI ZHEGROVA,Ali Zhegrova,Ali Zhegrova
ALI ZOGAJ,Ali Zogaj,Ali Zogaj
ALI ZYMERI,Ali Zymeri,Ali Zymeri
ALI ÇYPOLLI,Ali Çypolli,Ali Cypolli
ALIJA IZETBEGOVIÇ,Alija Izetbegoviç,Alija Izetbegovic
ALIJA IZETBEGOVIĆ,Alija Izetbegović,Alija Izetbegovic
ALIRIZA SELMANI,Aliriza Selmani,Aliriza Selmani
ALISHEFIK SPAHIU,Alishefik Spahiu,Alishefik Spahiu
ALIU,Aliu,Aliu
ALIU DHE HYSENI,Aliu Dhe Hyseni,Aliu Dhe Hyseni
ALIÇKAJ,Aliçkaj,Alickaj
ALJEKSA KOSTIČ,Aljeksa Kostič,Aljeksa Kostic
ALJEKSE ŠANTIČA,Aljekse Šantiča,Aljekse Santica
ALMIR THAQI,Almir Thaqi,Almir Thaqi
ALPET,Alpet,Alpet
ALPET SHQIPTARE,Alpet Shqiptare,Alpet Shqiptare
ALTARI,Altari,Altari
ALTARI I HYJNESHËS,Altari I Hyjneshës,Altari I Hyjneshes
ALTARI I LIRISË,Altari I Lirisë,Altari I Lirise
ALTIN HASKAJ,Altin Haskaj,Altin Haskaj
ALUSH AGA,Alush Aga,Alush Aga
ALUSH BYLYKBASHI,Alush Bylykbashi,Alush Bylykbashi
ALUSH CAKIQI,Alush Cakiqi,Alush Cakiqi
ALUSH GJYLANI,Alush Gjylani,Alush Gjylani
ALUSH HAJRA,Alush Hajra,Alush Hajra
ALUSH HOTI,Alush Hoti,Alush Hoti
ALUSH HOXHA,Alush Hoxha,Alush Hoxha
ALUSH KRYEZIU,Alush Kryeziu,Alush Kryeziu
ALUSH MUSTAFA,Alush Mustafa,Alush Mustafa
ALUSH S SPAHIU,Alush S Spahiu,Alush S Spahiu
ALUSH ZARIQI,Alush Zariqi,Alush Zariqi
AMANTIA,Amantia,Amantia
AMANTËT,Amantët,Amantet
AMBULANTA,Ambulanta,Ambulanta
AMERIKA,Amerika,Amerika
AMERLLAH XHINOVCI,Amerllah Xhinovci,Amerllah Xhinovci
AMIR ELMAZI,Amir Elmazi,Amir Elmazi
AMIR NUREDINI,Amir Nuredini,Amir Nuredini
AMRUSH FERIZI,Amrush Ferizi,Amrush Ferizi
AMRUSH VELI HOXHA,Amrush Veli Hoxha,Amrush Veli Hoxha
ANA E MALIT,Ana e Malit,Ana e Malit
ANA KOMENA,Ana Komena,Ana Komena
ANA LIN,Ana Lin,Ana Lin
ANADRINI,Anadrini,Anadrini
ANAMALI,Anamali,Anamali
ANDERSONOVA,Andersonova,Andersonova
ANDI,Andi,Andi
ANDINI,Andini,Andini
ANDON ZAKO ÇAJUPI,Andon Zako Çajupi,Andon Zako Cajupi
ANDREA ALEKSI,Andrea Aleksi,Andrea Aleksi
ANDREA ALLESHI,Andrea Alleshi,Andrea Alleshi
ANDREA BOGDANI,Andrea Bogdani,Andrea Bogdani
ANDREA GROPA,Andrea Gropa,Andrea Gropa
ANDREA KUSHI,Andrea Kushi,Andrea Kushi
ANDREA LLESHI,Andrea Lleshi,Andrea Lleshi
ANDREA VARFI,Andrea Varfi,Andrea Varfi
ANDROKLI KOSTALLARI,Androkli Kostallari,Androkli Kostallari
ANDŽUROVCI,Andžurovci,Andzurovci
ANGELA MERKEL,Angela Merkel,Angela Merkel
ANICA BUCOLLI,Anica Bucolli,Anica Bucolli
ANIF MUJI,Anif Muji,Anif Muji
ANKARA,Ankara,Ankara
ANTENA,Antena,Antena
ANTIGONA FAZLIU,Antigona Fazliu,Antigona Fazliu
ANTIKA,Antika,Antika
ANTON FRROKU,Anton Frroku,Anton Frroku
ANTON HARAPI,Anton Harapi,Anton Harapi
ANTON KUKELI,Anton Kukeli,Anton Kukeli
ANTON PASHKU,Anton Pashku,Anton Pashku
ANTON PASHKU,Anton Pashku,Anton Pashku
ANTON QETA,Anton Qeta,Anton Qeta
ANTON SANTORI,Anton Santori,Anton Santori
ANTON ZAKO ÇAJUPI,Anton Zako Çajupi,Anton Zako Cajupi
ANTON ÇETTA,Anton Çetta,Anton Cetta
ANTON ÇETTA,Anton Çetta,Anton Cetta
ANTONI,Antoni,Antoni
APOLLONIA,Apollonia,Apollonia
APOLONIA,Apolonia,Apolonia
AQIF BLYTA,Aqif Blyta,Aqif Blyta
ARA E MADHE,Ara e Madhe,Ara e Madhe
ARADHA E SHARRIT,Aradha e Sharrit,Aradha e Sharrit
ARADHA SKËNDERBEU,Aradha Skënderbeu,Aradha Skenderbeu
ARARËT,Ararët,Araret
ARASHI,Arashi,Arashi
ARAT,Arat,Arat
ARAT E BEGUT,Arat e Begut,Arat e Begut
ARAT E DAUTIT,Arat e Dautit,Arat e Dautit
ARAT E GATA,Arat e Gata,Arat e Gata
ARAT E GJATA,Arat e Gjata,Arat e Gjata
ARAT E MELISHTËS,Arat e Melishtës,Arat e Melishtes
ARAVE,Arave,Arave
ARBANA,Arbana,Arbana
ARBANAS,Arbanas,Arbanas
ARBANASHA,Arbanasha,Arbanasha
ARBANASI,Arbanasi,Arbanasi
ARBANASIT,Arbanasit,Arbanasit
ARBANASËT,Arbanasët,Arbanaset
ARBANIA E VOGËL,Arbania e Vogël,Arbania e Vogel
ARBEN AHMETAJ,Arben Ahmetaj,Arben Ahmetaj
ARBEN BAJRAKTARI,Arben Bajraktari,Arben Bajraktari
ARBEN BYTYQI,Arben Bytyqi,Arben Bytyqi
ARBEN HAJDARAJ,Arben Hajdaraj,Arben Hajdaraj
ARBEN HALITI,Arben Haliti,Arben Haliti
ARBEN HEREQI,Arben Hereqi,Arben Hereqi
ARBEN HYSENI,Arben Hyseni,Arben Hyseni
ARBEN IBISHI,Arben Ibishi,Arben Ibishi
ARBEN ISMAJLI,Arben Ismajli,Arben Ismajli
ARBEN ISUFI,Arben Isufi,Arben Isufi
ARBEN JANUZAJ,Arben Januzaj,Arben Januzaj
ARBEN KRASNIQI,Arben Krasniqi,Arben Krasniqi
ARBEN MEHMETAJ,Arben Mehmetaj,Arben Mehmetaj
ARBEN NURA,Arben Nura,Arben Nura
ARBEN QERIMAJ,Arben Qerimaj,Arben Qerimaj
ARBEN SALIUKA,Arben Saliuka,Arben Saliuka
ARBEN SHABANI,Arben Shabani,Arben Shabani
ARBEN SHALA,Arben Shala,Arben Shala
ARBEN UKSHINI,Arben Ukshini,Arben Ukshini
ARBEN VESELI,Arben Veseli,Arben Veseli
ARBEN XHELADINI,Arben Xheladini,Arben Xheladini
ARBENITA TERAKAJ,Arbenita Terakaj,Arbenita Terakaj
ARBNESHI,Arbneshi,Arbneshi
ARBRESHËT,Arbreshët,Arbreshet
ARBRI,Arbri,Arbri
ARBËNOR E ASTRIT DEHARI,Arbënor e Astrit Dehari,Arbenor e Astrit Dehari
ARBËR XHAFERI,Arbër Xhaferi,Arber Xhaferi
ARBËRESHËT,Arbëreshët,Arbereshet
ARBËRESHËT E KALABRISË,Arbëreshët e Kalabrisë,Arbereshet e Kalabrise
ARBËRESHËT E ZARËS,Arbëreshët e Zarës,Arbereshet e Zares
ARBËRI,Arbëri,Arberi
ARBËRIA,Arbëria,Arberia
ARBËRIA E VOGËL,Arbëria e Vogël,Arberia e Vogel
ARBËRIT,Arbërit,Arberit
ARDHMËRIA,Ardhmëria,Ardhmeria
ARDHMËRIA E KOMBIT,Ardhmëria e Kombit,Ardhmeria e Kombit
ARDI,Ardi,Ardi
ARDIAN KRASNIQI,Ardian Krasniqi,Ardian Krasniqi
ARDIAN ZURNAXHIU,Ardian Zurnaxhiu,Ardian Zurnaxhiu
ARDIANA KLINAKU,Ardiana Klinaku,Ardiana Klinaku
ARDIANËT,Ardianët,Ardianet
ARGJENDI,Argjendi,Argjendi
ARI I ZI,Ari I Zi,Ari I Zi
ARIAN BAJRAMI,Arian Bajrami,Arian Bajrami
ARIAN BRAHIMI,Arian Brahimi,Arian Brahimi
ARIAN IBRAHIMI,Arian Ibrahimi,Arian Ibrahimi
ARIANIT BERISHA,Arianit Berisha,Arianit Berisha
ARIANITASIT,Arianitasit,Arianitasit
ARIANËT,Arianët,Arianet
ARIF  MORINA,Arif  Morina,Arif  Morina
ARIF ADEMI,Arif Ademi,Arif Ademi
ARIF AHMETI,Arif Ahmeti,Arif Ahmeti
ARIF ALIU,Arif Aliu,Arif Aliu
ARIF ARIFI,Arif Arifi,Arif Arifi
ARIF BICI,Arif Bici,Arif Bici
ARIF CEKA KAPEDANI,Arif Ceka Kapedani,Arif Ceka Kapedani
ARIF DANI,Arif Dani,Arif Dani
ARIF DAUTAJ,Arif Dautaj,Arif Dautaj
ARIF GASHI,Arif Gashi,Arif Gashi
ARIF H.PAJAZITAJ,Arif H.Pajazitaj,Arif H.Pajazitaj
ARIF HALILI,Arif Halili,Arif Halili
ARIF HAXHIAJ,Arif Haxhiaj,Arif Haxhiaj
ARIF HAZERI,Arif Hazeri,Arif Hazeri
ARIF HOXHA,Arif Hoxha,Arif Hoxha
ARIF HYSENI,Arif Hyseni,Arif Hyseni
ARIF IDRIZAJ,Arif Idrizaj,Arif Idrizaj
ARIF JETULLAHU,Arif Jetullahu,Arif Jetullahu
ARIF LATIFI,Arif Latifi,Arif Latifi
ARIF MAHMUTDEMAJ,Arif Mahmutdemaj,Arif Mahmutdemaj
ARIF PARDUZI,Arif Parduzi,Arif Parduzi
ARIF PEPAJ,Arif Pepaj,Arif Pepaj
ARIF POTERÇOI,Arif Poterçoi,Arif Potercoi
ARIF QORI,Arif Qori,Arif Qori
ARIF RAMA,Arif Rama,Arif Rama
ARIF REMNIKU,Arif Remniku,Arif Remniku
ARIF SADIKU,Arif Sadiku,Arif Sadiku
ARIF SEFERI,Arif Seferi,Arif Seferi
ARIF SELMANI,Arif Selmani,Arif Selmani
ARIF SHALA,Arif Shala,Arif Shala
ARIF SHISHTAVECI,Arif Shishtaveci,Arif Shishtaveci
ARIF SPAHIU,Arif Spahiu,Arif Spahiu
ARIF SYLA,Arif Syla,Arif Syla
ARIF SYLEJMANI,Arif Sylejmani,Arif Sylejmani
ARIF TAHIRAJ,Arif Tahiraj,Arif Tahiraj
ARIF VOKSHI,Arif Vokshi,Arif Vokshi
ARIFAJ,Arifaj,Arifaj
ARIFAJT,Arifajt,Arifajt
ARIFI,Arifi,Arifi
ARISTIDH KOLA,Aristidh Kola,Aristidh Kola
ARISTOTELI,Aristoteli,Aristoteli
ARKITEKT KARL GEGA,Arkitekt Karl Gega,Arkitekt Karl Gega
ARKITEKT SINANI,Arkitekt Sinani,Arkitekt Sinani
ARLINDA KUÇI,Arlinda Kuçi,Arlinda Kuci
ARMEND AHMETI,Armend Ahmeti,Armend Ahmeti
ARMEND DACI,Armend Daci,Armend Daci
ARMEND HAXHA,Armend Haxha,Armend Haxha
ARMEND KUKLECI,Armend Kukleci,Armend Kukleci
ARMEND QYMYRI,Armend Qymyri,Armend Qymyri
ARNOLD HARF,Arnold Harf,Arnold Harf
ARRA,Arra,Arra
ARRAT,Arrat,Arrat
ARRISHTA,Arrishta,Arrishta
ARRNI,Arrni,Arrni
ARRNICËS,Arrnicës,Arrnices
ARRËZA,Arrëza,Arreza
ARSEN MAZREKAJ,Arsen Mazrekaj,Arsen Mazrekaj
ARSENIJA ČARNOJEVIĆA,Arsenija Čarnojevića,Arsenija Carnojevica
